base_word,pos_kr,pos_tag,level,homonym
부잣집,명사,Noun,3,False
부채,명사,Noun,3,False
부츠,명사,Noun,3,False
부친,명사,Noun,3,False
북,명사,Noun,3,False
북부,명사,Noun,3,False
분단,명사,Noun,3,False
분리,명사,Noun,3,False
분명히,부사,Adverb,3,False
분실,명사,Noun,3,False
분실물,명사,Noun,3,False
분필,명사,Noun,3,False
불,접사,OtherAffix,3,False
불규칙,명사,Noun,3,False
불균형,명사,Noun,3,False
불만,명사,Noun,3,False
불만족,명사,Noun,3,False
불만족스럽다,형용사,Adjective,3,False
불어,명사,Noun,3,False
불완전,명사,Noun,3,False
불평,명사,Noun,3,False
붐비다,동사,Verb,3,False
붓다,동사,Verb,3,True
붓다,동사,Verb,3,True
뷔페,명사,Noun,3,False
비,접사,OtherAffix,3,False
비밀번호,명사,Noun,3,False
비비다,동사,Verb,3,False
비상구,명사,Noun,3,False
비용,명사,Noun,3,False
비자,명사,Noun,3,False
비키다,동사,Verb,3,False
비타민,명사,Noun,3,False
비하다,동사,Verb,3,False
비행,명사,Noun,3,False
비행장,명사,Noun,3,False
빈자리,명사,Noun,3,False
빌다,동사,Verb,3,False
빗다,동사,Verb,3,False
빛,명사,Noun,3,False
빠지다,동사,Verb,3,False
빨강,명사,Noun,3,False
빨개지다,동사,Verb,3,False
빨다,동사,Verb,3,False
뺏다,동사,Verb,3,False
뼈,명사,Noun,3,False
뽀뽀,명사,Noun,3,False
뿌리,명사,Noun,3,False
뿌리다,동사,Verb,3,False
삐다,동사,Verb,3,False
사,접사,OtherAffix,3,False
사건,명사,Noun,3,False
사과,명사,Noun,3,False
사교적,관형사,Determiner,3,False
사교적,명사,Noun,3,False
사나이,명사,Noun,3,False
사라지다,동사,Verb,3,False
사무,명사,Noun,3,False
사무소,명사,Noun,3,False
사물,명사,Noun,3,False
사생활,명사,Noun,3,False
사업가,명사,Noun,3,False
사용법,명사,Noun,3,False
사우나,명사,Noun,3,False
사이트,명사,Noun,3,False
사인,동사,Verb,3,False
사자,명사,Noun,3,False
사적,관형사,Determiner,3,False
사적,명사,Noun,3,False
사전,명사,Noun,3,True
사전,명사,Noun,3,True
사진관,명사,Noun,3,False
사촌,명사,Noun,3,False
사항,명사,Noun,3,False
사회,명사,Noun,3,False
사회자,명사,Noun,3,False
사회적,관형사,Determiner,3,False
사회적,명사,Noun,3,False
삭제,명사,Noun,3,False
산꼭대기,명사,Noun,3,False
산업,명사,Noun,3,False
살아나다,동사,Verb,3,False
살인,명사,Noun,3,False
살짝,부사,Adverb,3,False
살찌다,동사,Verb,3,False
살펴보다,동사,Verb,3,False
살피다,동사,Verb,3,False
삶,명사,Noun,3,False
삶다,동사,Verb,3,False
상,명사,Noun,3,True
상,명사,Noun,3,True
상관없다,형용사,Adjective,3,False
상담,명사,Noun,3,False
상대방,명사,Noun,3,False
상식,명사,Noun,3,False
상영,명사,Noun,3,False
상점,명사,Noun,3,False
상태,명사,Noun,3,False
상하다,동사,Verb,3,False
상황,명사,Noun,3,False
새로이,부사,Adverb,3,False
새엄마,명사,Noun,3,False
새우,명사,Noun,3,False
새집,명사,Noun,3,False
샌들,명사,Noun,3,False
생,접사,OtherAffix,3,False
생년월일,명사,Noun,3,False
생머리,명사,Noun,3,False
생활비,명사,Noun,3,False
생활용품,명사,Noun,3,False
샴푸,명사,Noun,3,False
서,명사,Noun,3,False
서넛,수사,Noun,3,False
서명,명사,Noun,3,False
서부,명사,Noun,3,False
서투르다,형용사,Adjective,3,False
석유,명사,Noun,3,False
선,명사,Noun,3,False
선글라스,명사,Noun,3,False
선약,명사,Noun,3,False
설,명사,Noun,3,False
설명서,명사,Noun,3,False
설문,명사,Noun,3,False
설문지,명사,Noun,3,False
설사,명사,Noun,3,False
성당,명사,Noun,3,False
성명,명사,Noun,3,False
성별,명사,Noun,3,False
성실,명사,Noun,3,False
성인,명사,Noun,3,False
세기,명사,Noun,3,False
세다,동사,Verb,3,False
세련되다,형용사,Adjective,3,False
세로,부사,Adverb,3,False
세로,명사,Noun,3,False
세월,명사,Noun,3,False
세일,명사,Noun,3,False
세제,명사,Noun,3,False
세차,명사,Noun,3,False
세탁물,명사,Noun,3,False
세트,명사,Noun,3,False
센티,의존명사,Noun,3,False
셔츠,명사,Noun,3,False
소,접사,OtherAffix,3,True
소,접사,OtherAffix,3,True
소감,명사,Noun,3,False
소개팅,명사,Noun,3,False
소극장,명사,Noun,3,False
소금물,명사,Noun,3,False
소나기,명사,Noun,3,False
소독,명사,Noun,3,False
소독약,명사,Noun,3,False
소매,명사,Noun,3,False
소문,명사,Noun,3,False
소방관,명사,Noun,3,False
소방서,명사,Noun,3,False
소변,명사,Noun,3,False
소설가,명사,Noun,3,False
소설책,명사,Noun,3,False
소시지,명사,Noun,3,False
소아과,명사,Noun,3,False
소요,명사,Noun,3,False
소원,명사,Noun,3,False
소화,명사,Noun,3,False
속담,명사,Noun,3,False
속상하다,형용사,Adjective,3,False
손가방,명사,Noun,3,False
손등,명사,Noun,3,False
손목,명사,Noun,3,False
손목시계,명사,Noun,3,False
손발,명사,Noun,3,False
손뼉,명사,Noun,3,False
손자,명사,Noun,3,False
솜씨,명사,Noun,3,False
송별회,명사,Noun,3,False
송이,명사,Noun,3,False
쇠고기,명사,Noun,3,False
쇼,명사,Noun,3,False
쇼핑몰,명사,Noun,3,False
쇼핑센터,명사,Noun,3,False
수,명사,Noun,3,False
수다,명사,Noun,3,False
수단,명사,Noun,3,False
수도,명사,Noun,3,True
수도,명사,Noun,3,True
수량,명사,Noun,3,False
수리,명사,Noun,3,False
수면,명사,Noun,3,False
수면제,명사,Noun,3,False
수선,명사,Noun,3,False
수수료,명사,Noun,3,False
수입,명사,Noun,3,True
수입,명사,Noun,3,True
수정,명사,Noun,3,False
수집,명사,Noun,3,False
수출,명사,Noun,3,False
수표,명사,Noun,3,False
수학,명사,Noun,3,False
숙박,명사,Noun,3,False
숙박비,명사,Noun,3,False
숙소,명사,Noun,3,False
순간,명사,Noun,3,False
술잔,명사,Noun,3,False
숨다,동사,Verb,3,False
숲,명사,Noun,3,False
쉬다,동사,Verb,3,False
쉿,감탄사,Exclamation,3,False
슈퍼,명사,Noun,3,False
스무째,수사,Noun,3,False
스커트,명사,Noun,3,False
스타일,명사,Noun,3,False
스타킹,명사,Noun,3,False
슬리퍼,명사,Noun,3,False
습기,명사,Noun,3,False
습도,명사,Noun,3,False
습하다,형용사,Adjective,3,False
승객,명사,Noun,3,False
승무원,명사,Noun,3,False
승진,명사,Noun,3,False
승차,명사,Noun,3,False
승차권,명사,Noun,3,False
시,명사,Noun,3,False
시각,명사,Noun,3,False
시기,명사,Noun,3,False
시내버스,명사,Noun,3,False
시대,명사,Noun,3,False
시디,명사,Noun,3,False
시설,명사,Noun,3,False
시아버지,명사,Noun,3,False
시외,명사,Noun,3,False
시외버스,명사,Noun,3,False
시장,명사,Noun,3,False
시집,명사,Noun,3,True
시집,명사,Noun,3,True
시험지,명사,Noun,3,False
식기,명사,Noun,3,False
식당가,명사,Noun,3,False
식료품,명사,Noun,3,False
식비,명사,Noun,3,False
식사량,명사,Noun,3,False
식용유,명사,Noun,3,False
식중독,명사,Noun,3,False
식품점,명사,Noun,3,False
식후,명사,Noun,3,False
식히다,동사,Verb,3,False
신경,명사,Noun,3,False
신고,명사,Noun,3,False
신기하다,형용사,Adjective,3,False
신나다,동사,Verb,3,False
신문사,명사,Noun,3,False
신문지,명사,Noun,3,False
신부,명사,Noun,3,False
신분,명사,Noun,3,False
신사,명사,Noun,3,False
신용,명사,Noun,3,False
신입,명사,Noun,3,False
신입생,명사,Noun,3,False
신청서,명사,Noun,3,False
신체,명사,Noun,3,False
신혼,명사,Noun,3,False
신혼부부,명사,Noun,3,False
실,명사,Noun,3,False
실내,명사,Noun,3,False
실력,명사,Noun,3,False
실리다,동사,Verb,3,False
실망,명사,Noun,3,False
실제로,부사,Adverb,3,False
실종,명사,Noun,3,False
실컷,부사,Adverb,3,False
싫증,명사,Noun,3,False
심,접사,OtherAffix,3,False
심각하다,형용사,Adjective,3,False
심리,명사,Noun,3,False
싱싱하다,형용사,Adjective,3,False
싸다,동사,Verb,3,False
쌍,명사,Noun,3,False
쌍둥이,명사,Noun,3,False
쌓이다,동사,Verb,3,False
썩다,동사,Verb,3,False
쏟다,동사,Verb,3,False
쏟아지다,동사,Verb,3,False
쓰기,명사,Noun,3,False
쓰이다,동사,Verb,3,True
쓰이다,동사,Verb,3,True
쓸다,동사,Verb,3,False
씨,명사,Noun,3,False
씩,접사,OtherAffix,3,False
아가,명사,Noun,3,False
아끼다,동사,Verb,3,False
아냐,감탄사,Exclamation,3,False
아래층,명사,Noun,3,False
아랫사람,명사,Noun,3,False
아랫집,명사,Noun,3,False
아쉽다,명사,Noun,3,False
아시아,명사,Noun,3,False
아이,감탄사,Exclamation,3,False
아이고,감탄사,Exclamation,3,False
아이디어,명사,Noun,3,False
아침밥,명사,Noun,3,False
아침저녁,명사,Noun,3,False
아프리카,명사,Noun,3,False
아픔,명사,Noun,3,False
아홉째,관형사,Determiner,3,False
아홉째,수사,Noun,3,True
아홉째,명사,Noun,3,True
악수,명사,Noun,3,False
안과,명사,Noun,3,False
안내서,명사,Noun,3,False
안내원,명사,Noun,3,False
안내판,명사,Noun,3,False
안방,명사,Noun,3,False
안부,명사,Noun,3,False
안색,명사,Noun,3,False
안심,명사,Noun,3,False
안약,명사,Noun,3,False
안전띠,명사,Noun,3,False
안정,명사,Noun,3,False
않다,동사,Verb,3,False
알,명사,Noun,3,True
알,의존명사,Noun,3,True
알레르기,명사,Noun,3,False
알려지다,동사,Verb,3,False
알아내다,동사,Verb,3,False
알아듣다,동사,Verb,3,False
암,명사,Noun,3,False
앗,감탄사,Exclamation,3,False
앞날,명사,Noun,3,False
앞뒤,명사,Noun,3,False
앞머리,명사,Noun,3,False
앞집,명사,Noun,3,False
애기,명사,Noun,3,False
애완동물,명사,Noun,3,False
액세서리,명사,Noun,3,False
액자,명사,Noun,3,False
야경,명사,Noun,3,False
야근,명사,Noun,3,False
야외,명사,Noun,3,False
약도,명사,Noun,3,False
약품,명사,Noun,3,False
양,관형사,Determiner,3,False
양,명사,Noun,3,True
양,명사,Noun,3,True
양념,명사,Noun,3,False
양력,명사,Noun,3,False
양배추,명사,Noun,3,False
양보,명사,Noun,3,False
양산,명사,Noun,3,False
양식,명사,Noun,3,False
양옆,명사,Noun,3,False
양쪽,명사,Noun,3,False
양파,명사,Noun,3,False
얘,줄어든꼴,OtherReducedForm,3,False
어,접사,OtherAffix,3,False
어기다,동사,Verb,3,False
어느새,부사,Adverb,3,False
어떡하다,줄어든꼴,OtherReducedForm,3,False
어려움,명사,Noun,3,False
어머,감탄사,Exclamation,3,False
어저께,부사,Adverb,3,False
어저께,명사,Noun,3,False
어지럽다,형용사,Adjective,3,False
어휘,명사,Noun,3,False
어휴,감탄사,Exclamation,3,False
언덕,명사,Noun,3,False
얼룩,명사,Noun,3,False
얼른,부사,Adverb,3,False
얼마간,명사,Noun,3,False
업다,동사,Verb,3,False
업무,명사,Noun,3,False
없애다,동사,Verb,3,False
없어지다,동사,Verb,3,False
없이,부사,Adverb,3,False
엊그제,부사,Adverb,3,False
엊그제,명사,Noun,3,False
에스컬레이터,명사,Noun,3,False
여,명사,Noun,3,False
여,접사,OtherAffix,3,False
여가,명사,Noun,3,False
여관,명사,Noun,3,False
여기다,동사,Verb,3,False
여덟째,관형사,Determiner,3,False
여덟째,수사,Noun,3,True
여덟째,명사,Noun,3,True
여드름,명사,Noun,3,False
여름철,명사,Noun,3,False
여름휴가,명사,Noun,3,False
여보,감탄사,Exclamation,3,False
여섯째,관형사,Determiner,3,False
여섯째,수사,Noun,3,True
여섯째,명사,Noun,3,True
여유,명사,Noun,3,False
여유롭다,형용사,Adjective,3,False
여인,명사,Noun,3,False
여쭈다,동사,Verb,3,False
역사가,명사,Noun,3,False
역사적,관형사,Determiner,3,False
역사적,명사,Noun,3,False
역할,명사,Noun,3,False
연,명사,Noun,3,False
연고,명사,Noun,3,False
연구,명사,Noun,3,False
연기,명사,Noun,3,True
연기,명사,Noun,3,True
연두색,명사,Noun,3,False
연인,명사,Noun,3,False
연장,명사,Noun,3,False
연주,명사,Noun,3,False
연주회,명사,Noun,3,False
연하다,형용사,Adjective,3,False
열리다,동사,Verb,3,False
열쇠고리,명사,Noun,3,False
열째,관형사,Determiner,3,False
열째,수사,Noun,3,True
열째,명사,Noun,3,True
영,부사,Adverb,3,False
영리하다,형용사,Adjective,3,False
영상,명사,Noun,3,True
영상,명사,Noun,3,True
영양,명사,Noun,3,False
영양제,명사,Noun,3,False
영웅,명사,Noun,3,False
영원히,부사,Adverb,3,False
영향,명사,Noun,3,False
예,명사,Noun,3,True
예,명사,Noun,3,True
예금,명사,Noun,3,False
예방,명사,Noun,3,False
예보,명사,Noun,3,False
예상,명사,Noun,3,False
예식장,명사,Noun,3,False
예의,명사,Noun,3,False
예절,명사,Noun,3,False
예정,명사,Noun,3,False
예측,명사,Noun,3,False
예컨대,부사,Adverb,3,False
옛날이야기,명사,Noun,3,False
오,감탄사,Exclamation,3,False
오락실,명사,Noun,3,False
오래오래,부사,Adverb,3,False
오랜,관형사,Determiner,3,False
오른편,명사,Noun,3,False
오리,명사,Noun,3,False
오징어,명사,Noun,3,False
오토바이,명사,Noun,3,False
오페라,명사,Noun,3,False
오피스텔,명사,Noun,3,False
오해,명사,Noun,3,False
온,관형사,Determiner,3,False
온몸,명사,Noun,3,False
온천,명사,Noun,3,False
올,명사,Noun,3,False
올라서다,동사,Verb,3,False
올려놓다,동사,Verb,3,False
올바르다,형용사,Adjective,3,False
올여름,명사,Noun,3,False
옮기다,동사,Verb,3,False
옷차림,명사,Noun,3,False
와인,명사,Noun,3,False
완성,명사,Noun,3,False
왕복,명사,Noun,3,False
외,의존명사,Noun,3,False
외과,명사,Noun,3,False
외교,명사,Noun,3,False
외교관,명사,Noun,3,False
외모,명사,Noun,3,False
외박,명사,Noun,3,False
외부,명사,Noun,3,False
외삼촌,명사,Noun,3,False
외숙모,명사,Noun,3,False
외식,명사,Noun,3,False
외투,명사,Noun,3,False
외할머니,명사,Noun,3,False
외할아버지,명사,Noun,3,False
왼발,명사,Noun,3,False
요,명사,Noun,3,False
요가,명사,Noun,3,False
요구르트,명사,Noun,3,False
요리법,명사,Noun,3,False
욕실,명사,Noun,3,False
용,명사,Noun,3,False
용,접사,OtherAffix,3,False
용기,명사,Noun,3,False
용돈,명사,Noun,3,False
용품,명사,Noun,3,False
우물,명사,Noun,3,False
우선,명사,Noun,3,False
우수,명사,Noun,3,False
우연히,부사,Adverb,3,False
우울,명사,Noun,3,False
우정,명사,Noun,3,False
우주,명사,Noun,3,False
우체통,명사,Noun,3,False
우측,명사,Noun,3,False
우편,명사,Noun,3,False
우편물,명사,Noun,3,False
우편함,명사,Noun,3,False
우회전,명사,Noun,3,False
운,명사,Noun,3,False
운동량,명사,Noun,3,False
운동선수,명사,Noun,3,False
운명,명사,Noun,3,False
운전면허,명사,Noun,3,False
울리다,동사,Verb,3,True
울리다,동사,Verb,3,True
웃어른,명사,Noun,3,False
원,접사,OtherAffix,3,False
원래,부사,Adverb,3,False
원래,명사,Noun,3,False
원룸,명사,Noun,3,False
원숭이,명사,Noun,3,False
원인,명사,Noun,3,False
월,명사,Noun,3,False
월드컵,명사,Noun,3,False
월세,명사,Noun,3,False
웬일,명사,Noun,3,False
위,의존명사,Noun,3,False
위층,명사,Noun,3,False
위하다,동사,Verb,3,False
윗글,명사,Noun,3,False
윗사람,명사,Noun,3,False
유람선,명사,Noun,3,False
유럽,명사,Noun,3,False
유료,명사,Noun,3,False
유머,명사,Noun,3,False
유물,명사,Noun,3,False
유적,명사,Noun,3,False
유적지,명사,Noun,3,False
율,접사,OtherAffix,3,False
으악,감탄사,Exclamation,3,False
은,명사,Noun,3,False
음력,명사,Noun,3,False
음성,명사,Noun,3,False
음식물,명사,Noun,3,False
음악회,명사,Noun,3,False
음주,명사,Noun,3,False
응급실,명사,Noun,3,False
응원,명사,Noun,3,False
의견,명사,Noun,3,False
의논,명사,Noun,3,False
이곳저곳,명사,Noun,3,False
이국적,관형사,Determiner,3,False
이국적,명사,Noun,3,False
이끌다,동사,Verb,3,False
이동,명사,Noun,3,False
이따,부사,Adverb,3,False
이래서,줄어든꼴,OtherReducedForm,3,False
이러다,동사,Verb,3,False
이런저런,관형사,Determiner,3,False
이력서,명사,Noun,3,False
이루다,동사,Verb,3,False
이루어지다,동사,Verb,3,False
이름표,명사,Noun,3,False
이리,부사,Adverb,3,False
이만,부사,Adverb,3,False
이메일,명사,Noun,3,False
이미지,명사,Noun,3,False
이비인후과,명사,Noun,3,False
이성,명사,Noun,3,False
이웃집,명사,Noun,3,False
이자,명사,Noun,3,False
이하,명사,Noun,3,False
익히다,동사,Verb,3,False
인구,명사,Noun,3,False
인도,명사,Noun,3,False
인삼차,명사,Noun,3,False
인상,명사,Noun,3,False
인상적,관형사,Determiner,3,False
인상적,명사,Noun,3,False
인생,명사,Noun,3,False
인쇄,명사,Noun,3,False
인스턴트,명사,Noun,3,False
인심,명사,Noun,3,False
인원,명사,Noun,3,False
인터뷰,명사,Noun,3,False
일,명사,Noun,3,False
일곱째,관형사,Determiner,3,False
일곱째,수사,Noun,3,True
일곱째,명사,Noun,3,True
일반,명사,Noun,3,False
일본어,명사,Noun,3,False
일본인,명사,Noun,3,False
일부러,부사,Adverb,3,False
일상생활,명사,Noun,3,False
일어,명사,Noun,3,False
일자리,명사,Noun,3,False
일정,명사,Noun,3,True
일정,명사,Noun,3,True
일정표,명사,Noun,3,False
일출,명사,Noun,3,False
일행,명사,Noun,3,False
읽기,명사,Noun,3,False
입국,명사,Noun,3,False
입맛,명사,Noun,3,False
입장료,명사,Noun,3,False
입학시험,명사,Noun,3,False
입학식,명사,Noun,3,False
잇다,동사,Verb,3,False
자,감탄사,Exclamation,3,False
자,명사,Noun,3,True
자,명사,Noun,3,True
자가용,명사,Noun,3,False
자격,명사,Noun,3,False
자기,대명사,Noun,3,True
자기,명사,Noun,3,True
자녀,명사,Noun,3,False
자동,명사,Noun,3,False
자료,명사,Noun,3,False
자리,명사,Noun,3,False
자매,명사,Noun,3,False
자세하다,형용사,Adjective,3,False
자신,명사,Noun,3,False
자유롭다,형용사,Adjective,3,False
자주색,명사,Noun,3,False
작성,명사,Noun,3,False
작은아버지,명사,Noun,3,False
작은어머니,명사,Noun,3,False
작은집,명사,Noun,3,False
잔돈,명사,Noun,3,False
잔디밭,명사,Noun,3,False
잠그다,동사,Verb,3,False
잠기다,동사,Verb,3,False
잠옷,명사,Noun,3,False
잡아먹다,동사,Verb,3,False
잡히다,동사,Verb,3,False
장,접사,OtherAffix,3,False
장단점,명사,Noun,3,False
장래,명사,Noun,3,False
장례식,명사,Noun,3,False
장마철,명사,Noun,3,False
장면,명사,Noun,3,False
장미꽃,명사,Noun,3,False
장수,명사,Noun,3,False
장식,명사,Noun,3,False
장점,명사,Noun,3,False
장학금,명사,Noun,3,False
재다,동사,Verb,3,False
재킷,명사,Noun,3,False
재학,명사,Noun,3,False
재활용,명사,Noun,3,False
잼,명사,Noun,3,False
쟤,줄어든꼴,OtherReducedForm,3,False
저기,감탄사,Exclamation,3,False
저녁때,명사,Noun,3,False
저러다,동사,Verb,3,False
저렴하다,형용사,Adjective,3,False
저울,명사,Noun,3,False
저자,명사,Noun,3,False
저축,명사,Noun,3,False
적,접사,OtherAffix,3,False
적어도,부사,Adverb,3,False
적응,명사,Noun,3,False
적히다,동사,Verb,3,False
전국,명사,Noun,3,False
전국적,관형사,Determiner,3,False
전국적,명사,Noun,3,False
전날,명사,Noun,3,False
전달,명사,Noun,3,False
전망,명사,Noun,3,False
전문,명사,Noun,3,False
전문가,명사,Noun,3,False
전문점,명사,Noun,3,False
전설,명사,Noun,3,False
전세,명사,Noun,3,False
전시,명사,Noun,3,False
전시회,명사,Noun,3,False
전용,명사,Noun,3,False
전원,명사,Noun,3,True
전원,명사,Noun,3,True
전자,명사,Noun,3,False
전자레인지,명사,Noun,3,False
전자사전,명사,Noun,3,False
전쟁,명사,Noun,3,False
전통,명사,Noun,3,False
전통적,관형사,Determiner,3,False
전통적,명사,Noun,3,False
절,명사,Noun,3,True
절,명사,Noun,3,True
절,명사,Noun,3,True
절대,부사,Adverb,3,False
절대,명사,Noun,3,False
절대로,부사,Adverb,3,False
절약,명사,Noun,3,False
젊은이,명사,Noun,3,False
점,명사,Noun,3,True
점,의존명사,Noun,3,True
점,접사,OtherAffix,3,False
점원,명사,Noun,3,False
점차,부사,Adverb,3,False
점차,명사,Noun,3,False
점퍼,명사,Noun,3,False
접수,명사,Noun,3,False
젓다,동사,Verb,3,False
정,명사,Noun,3,False
정답,명사,Noun,3,False
정말로,부사,Adverb,3,False
정보,명사,Noun,3,False
정수기,명사,Noun,3,False
정신,명사,Noun,3,False
정신없다,형용사,Adjective,3,False
정신없이,부사,Adverb,3,False
정오,명사,Noun,3,False
정원,명사,Noun,3,False
정육점,명사,Noun,3,False
정장,명사,Noun,3,False
정치,명사,Noun,3,False
정형외과,명사,Noun,3,False
정확히,부사,Adverb,3,False
제,접사,OtherAffix,3,False
제,줄어든꼴,OtherReducedForm,3,False
제공,명사,Noun,3,False
제과점,명사,Noun,3,False
제대로,부사,Adverb,3,False
제시간,명사,Noun,3,False
제안,명사,Noun,3,False
제출,명사,Noun,3,False
제품,명사,Noun,3,False
조건,명사,Noun,3,False
조깅,명사,Noun,3,False
조끼,명사,Noun,3,False
조리,명사,Noun,3,False
조미료,명사,Noun,3,False
조사,명사,Noun,3,False
조상,명사,Noun,3,False
조언,명사,Noun,3,False
존경,명사,Noun,3,False
졸리다,동사,Verb,3,False
졸업생,명사,Noun,3,False
졸업식,명사,Noun,3,False
종교,명사,Noun,3,False
종이컵,명사,Noun,3,False
종일,부사,Adverb,3,False
종일,명사,Noun,3,False
종합,명사,Noun,3,False
좌석,명사,Noun,3,False
좌측,명사,Noun,3,False
좌회전,명사,Noun,3,False
주간,명사,Noun,3,True
주간,의존명사,Noun,3,True
주고받다,동사,Verb,3,False
주민,명사,Noun,3,False
주방,명사,Noun,3,False
주요,명사,Noun,3,False
주유소,명사,Noun,3,False
주의,명사,Noun,3,False
주인공,명사,Noun,3,False
주제,명사,Noun,3,False
주차권,명사,Noun,3,False
주차료,명사,Noun,3,False
죽,명사,Noun,3,False
죽음,명사,Noun,3,False
죽이다,동사,Verb,3,False
준비물,명사,Noun,3,False
줄넘기,명사,Noun,3,False
줄무늬,명사,Noun,3,False
중,명사,Noun,3,False
중고,명사,Noun,3,False
중고차,명사,Noun,3,False
중국어,명사,Noun,3,False
중국인,명사,Noun,3,False
중급,명사,Noun,3,False
중단,명사,Noun,3,False
중부,명사,Noun,3,False
중순,명사,Noun,3,False
중식,명사,Noun,3,False
중심지,명사,Noun,3,False
중형차,명사,Noun,3,False
쥐,명사,Noun,3,False
즉,부사,Adverb,3,False
즉시,명사,Noun,3,False
즐거움,명사,Noun,3,False
증가,명사,Noun,3,False
증명서,명사,Noun,3,False
증상,명사,Noun,3,False
증세,명사,Noun,3,False
지각,명사,Noun,3,False
지나치다,형용사,Adjective,3,False
지난날,명사,Noun,3,False
지다,동사,Verb,3,False
지도,명사,Noun,3,False
지방,명사,Noun,3,False
지붕,명사,Noun,3,False
지역,명사,Noun,3,False
지원,명사,Noun,3,False
지저분하다,형용사,Adjective,3,False
지퍼,명사,Noun,3,False
직장인,명사,Noun,3,False
직진,명사,Noun,3,False
진단서,명사,Noun,3,False
진심,명사,Noun,3,False
진찰,명사,Noun,3,False
진통제,명사,Noun,3,False
진학,명사,Noun,3,False
진행,명사,Noun,3,False
진행자,명사,Noun,3,False
질,명사,Noun,3,False
집다,동사,Verb,3,False
집세,명사,Noun,3,False
집안,명사,Noun,3,False
집중,명사,Noun,3,False
짜다,동사,Verb,3,True
짜다,동사,Verb,3,True
짜리,접사,OtherAffix,3,False
쪽,명사,Noun,3,False
쭉,부사,Adverb,3,False
쯤,접사,OtherAffix,3,False
찌르다,동사,Verb,3,False
찜질,명사,Noun,3,False
찢다,동사,Verb,3,False
찢어지다,동사,Verb,3,False
차량,명사,Noun,3,False
차로,명사,Noun,3,False
차리다,동사,Verb,3,False
차림표,명사,Noun,3,False
차이,명사,Noun,3,False
차이점,명사,Noun,3,False
찬성,명사,Noun,3,False
참가,명사,Noun,3,False
참고,명사,Noun,3,False
참기름,명사,Noun,3,False
참석,명사,Noun,3,False
창,명사,Noun,3,False
창가,명사,Noun,3,False
창고,명사,Noun,3,False
창구,명사,Noun,3,False
창밖,명사,Noun,3,False
창피,명사,Noun,3,False
채우다,동사,Verb,3,False
책가방,명사,Noun,3,False
챙기다,동사,Verb,3,False
처녀,명사,Noun,3,False
처방,명사,Noun,3,False
처방전,명사,Noun,3,False
천둥,명사,Noun,3,False
천사,명사,Noun,3,False
천장,명사,Noun,3,False
천재,명사,Noun,3,False
철,명사,Noun,3,False
철도,명사,Noun,3,False
첫눈,명사,Noun,3,True
첫눈,명사,Noun,3,True
첫인상,명사,Noun,3,False
청소기,명사,Noun,3,False
청혼,명사,Noun,3,False
체력,명사,Noun,3,False
체크무늬,명사,Noun,3,False
체하다,동사,Verb,3,False
체험,명사,Noun,3,False
초급,명사,Noun,3,False
초록,명사,Noun,3,False
촌스럽다,형용사,Adjective,3,False
총,명사,Noun,3,False
촬영,명사,Noun,3,False
최고급,명사,Noun,3,False
최선,명사,Noun,3,False
최저,명사,Noun,3,False
추억,명사,Noun,3,False
추천,명사,Noun,3,False
추측,명사,Noun,3,False
축구장,명사,Noun,3,False
축제,명사,Noun,3,False
출국,명사,Noun,3,False
충분히,부사,Adverb,3,False
취하다,동사,Verb,3,False
취향,명사,Noun,3,False
치다,동사,Verb,3,False
치료법,명사,Noun,3,False
치르다,동사,Verb,3,False
치수,명사,Noun,3,False
치우다,동사,Verb,3,False
치즈,명사,Noun,3,False
친,접사,OtherAffix,3,False
친딸,명사,Noun,3,False
칸,명사,Noun,3,False
커지다,동사,Verb,3,False
커튼,명사,Noun,3,False
코너,명사,Noun,3,False
코미디,명사,Noun,3,False
코스,명사,Noun,3,False
코트,명사,Noun,3,True
코트,명사,Noun,3,True
코피,명사,Noun,3,False
콘도,명사,Noun,3,False
콜록콜록,부사,Adverb,3,False
콧노래,명사,Noun,3,False
큰길,명사,Noun,3,False
큰아버지,명사,Noun,3,False
큰어머니,명사,Noun,3,False
클래식,명사,Noun,3,False
키스,명사,Noun,3,False
탁자,명사,Noun,3,False
탑승,명사,Noun,3,False
탑승객,명사,Noun,3,False
태우다,동사,Verb,3,False
터뜨리다,동사,Verb,3,False
털,명사,Noun,3,False
털다,동사,Verb,3,False
테이프,명사,Noun,3,False
토,명사,Noun,3,False
토론,명사,Noun,3,False
토하다,동사,Verb,3,False
통,부사,Adverb,3,False
통,명사,Noun,3,False
통신,명사,Noun,3,False
통역,명사,Noun,3,False
통일,명사,Noun,3,False
통통하다,형용사,Adjective,3,False
통하다,동사,Verb,3,False
특기,명사,Noun,3,False
특성,명사,Noun,3,False
특징,명사,Noun,3,False
틀림없이,부사,Adverb,3,False
틈틈이,부사,Adverb,3,False
파,명사,Noun,3,False
파다,동사,Verb,3,False
파도,명사,Noun,3,False
파랑,명사,Noun,3,False
파마,명사,Noun,3,False
파일,명사,Noun,3,False
파출소,명사,Noun,3,False
판매,명사,Noun,3,False
패션,명사,Noun,3,False
팬티,명사,Noun,3,False
퍼센트,의존명사,Noun,3,False
페이지,명사,Noun,3,False
편,의존명사,Noun,3,False
편식,명사,Noun,3,False
평가,명사,Noun,3,False
포기,명사,Noun,3,False
포도주,명사,Noun,3,False
